Name,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,Senses,Languages,Additional
Yuan-Ti Broodguard,14,45,30,15,14,14,6,11,4,"STR, DEX, WIS",Perception,Darkvision 60,"Abyssal, Common, Draconic","Mental Resistance, Reckless"
Yuan-Ti Malison,12,66,30,16,14,13,14,12,16,None,"Deception, Stealth",Darkvision 60,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance, Malison Type"
Yuan-Ti Mind Whisperer,14,71,30,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth",Darkvision 120,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance, Mind Fangs, Normal Spellcasting, Sseth's Blessing"
Yuan-Ti Nightmare Speaker,14,71,30,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth",Darkvision 120,"Abyssal, Common, Draconic","Shapechanger, Death Fangs, Innate Spellcasting, Magic Resistance, Normal Spellcasting"
Yuan-Ti Pit Master,14,88,30,16,14,13,14,12,16,"WIS, CHA","Deception, Stealth",Darkvision 120,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance, Poison's Disciple, Normal Spellcasting"
Yuan-Ti Pureblood,11,40,30,11,12,11,13,12,14,None,"Deception, Perception, Stealth",Darkvision 60,"Abyssal, Common, Draconic","Innate Spellcasting, Magic Resistance"
Arcanaloth,17,104,"30, fly 30",17,12,14,20,16,17,"DEX, INT, WIS, CHA","Arcana, Deception, Insight, Perception",Truesight 120,"All, telepathy 120","Innate Spellcasting, Magic Resistance, Magic Weapons, Normal Spellcasting"
Canoloth,16,120,50,18,10,17,5,17,12,None,"Investigation, Perception","Darkvision 60, truesight 120","Abyssal, Infernal, telepathy 60","Dimensional Lock, Magic Resistance, Magic Weapons, Uncanny Senses"
Dhergoloth,15,119,30,17,10,19,7,10,9,STR,None,"Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons"
Hydroloth,15,135,"20, swim 40",12,21,16,19,10,14,None,"Insight, Perception","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Amphibious, Innate Spellcasting, Magic Resistance, Magic Weapons, Secure Memory, Watery Advantage"
Merrenoloth,13,40,"30, swim 40",8,17,10,17,14,11,"DEX, INT","History, Nature, Perception, Survival","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons, Teleport, Lair"
Mezzoloth,18,75,40,18,11,16,7,10,11,None,Perception,"Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons"
Nycaloth,18,123,"40, fly 60",20,11,19,12,10,15,None,"Intimidation, Perception, Stealth","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons"
Oinoloth,17,126,40,19,17,18,17,16,19,"CON, WIS","Deception, Intimidation, Perception","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Bringer of Plagues, Innate Spellcasting, Magic Resistance, Magic Weapons"
Ultroloth,19,153,"30, fly 60",16,16,18,18,15,19,None,"Intimidation, Perception, Stealth",Truesight 120,"Abyssal, Infernal, telepathy 120","Innate Spellcasting, Magic Resistance, Magic Weapons"
Yagnoloth,17,147,40,19,14,21,16,15,18,"DEX, INT, WIS, CHA","Deception, Insight, Perception, Persuasion","Blindsight 60, darkvision 60","Abyssal, Infernal telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons"
Zombie,8,22,20,13,6,16,3,6,5,WIS,None,Darkvision 60,Any,Undead Fortitude
Ankylosaurus Zombie,14,68,20,19,9,15,2,6,3,None,None,Darkvision 60,None,Undead Fortitude
Beholder Zombie,15,93,fly 20,10,8,16,3,8,5,WIS,None,Darkvision 60,"Deep Speech, Undercommon",Undead Fortitude
Girallon Zombie,11,59,"30, climb 30",18,12,16,3,7,5,None,None,Darkvision 60,None,"Aggressive, Undead Fortitude"
Greater Zombie,15,97,30,18,10,17,4,6,6,WIS,None,Darkvision 60,Any,"Turn Resistance, Undead Fortitude"
Ogre Zombie,8,93,30,19,6,18,3,6,5,WIS,None,Darkvision 60,"Common, Giant",Undead Fortitude
Strahd Zombie,8,30,20,13,6,16,3,6,5,WIS,None,Darkvision 60,Any,Loathsome Limbs
Tyrannosaurus Zombie,11,136,40,25,6,19,1,3,5,None,None,Darkvision 60,None,"Disgorge Zombie, Undead Fortitude"
Zorbo,10,27,"30, climb 30",13,11,13,3,12,7,None,Athletics,Normal,None,"Magic Resistance, Natural Armor"
